,,clean,smell,noise,town,district,longitude,latitude,transformed_longitude,transformed_latitude
431,金沙雅苑居委会,2,0.0,0.0,长征镇,普陀区,121.36503162431,31.2422383800972,-2840884.0301107042,4660508.822344338
432,金莱社区居委会,3,0.0,0.0,江桥镇,嘉定区,121.311177224549,31.2416009487248,-2836521.242347655,4663208.330912997
433,金葫芦第二社区居委会,3,0.0,0.0,赵巷镇,青浦区,121.21334108892,31.163584848462,-2830876.6672530933,4671877.588748078
434,金葵路第一居委会,3,0.0,0.0,金桥镇,浦东新区,121.625979721287,31.2428066050408,-2862063.1961478703,4647494.176049885
435,金虹社区居委会,2,0.0,0.0,江桥镇,嘉定区,121.313152548551,31.2486156912611,-2836472.3458301886,4662765.8794154385
436,金豪居委会,3,0.0,0.0,山阳镇,金山区,121.349421733626,30.7364005327584,-2854636.718231874,4685942.395483884
437,铁岭路五十弄居委会,2,0.0,0.0,四平路街道,杨浦区,121.510878571888,31.2811530756539,-2851567.911391763,4651353.338512016
438,银杏社区居委会,3,1.0,1.0,嘉定镇街道,嘉定区,121.235307221451,31.3771056109352,-2826295.2776932307,4660284.653271241
439,锦秋第一居委会,3,0.0,0.0,大场镇,宝山区,121.386613816474,31.3251627993237,-2840152.8345148577,4655362.678703235
440,长宁路一居委会,2,1.0,0.0,华阳路街道,长宁区,121.421839403066,31.2290944556446,-2845897.4218483283,4658334.725615862
441,长宁路一居委会,2,1.0,0.0,华阳路街道,长宁区,121.421839403066,31.2290944556446,-2845897.4218483283,4658334.725615862
442,长宏新苑居委会,3,0.0,0.0,淞南镇,宝山区,121.488321905831,31.3435066182358,-2847859.829131776,4649411.743144081
443,长江居委会,3,0.0,1.0,南京东路街道,黄浦区,121.464020669218,31.2364652640607,-2849104.946011803,4655876.866637336
444,长白路第二居委会,3,,1.0,长白新村街道,杨浦区,121.538703303714,31.2909245073601,-2853532.133289351,4649488.458449988
445,长风一村居委会,2,0.0,1.0,长风新村街道,普陀区,121.398820231868,31.2287184544931,-2844036.9187322613,4659496.166997781
446,陈家宅居委会,2,0.0,0.0,徐家汇街道,徐汇区,121.428500064526,31.1852848823914,-2847751.247252891,4660151.365012278
447,陈家宅居委会,2,0.0,0.0,潍坊新村街道,浦东新区,121.512170204291,31.2240346099093,-2853390.0866960515,4654090.12872846
448,陈家宅居委会,2,0.0,0.0,沪东新村街道,浦东新区,121.570743689469,31.2674250577202,-2856839.9827637277,4649044.576407969
449,露香居委会,3,0.0,0.0,豫园街道,黄浦区,121.480364949882,31.2276992411271,-2850696.136274986,4655493.711937193
450,青安社区居委会,1,1.0,0.0,夏阳街道,青浦区,121.116967089059,31.1615757378301,-2823073.9336782224,4676731.31846262
451,静安新城第四居委会,3,,0.0,七宝镇,闵行区,121.374839581981,31.1653087427043,-2843982.4381535067,4663795.256253199
452,鞍山四村第一居委会,2,0.0,0.0,四平路街道,杨浦区,121.505674494682,31.2784463546155,-2851226.854219535,4651745.172889359
453,鞍山路三一零弄居委会,2,0.0,0.0,四平路街道,杨浦区,121.504818148538,31.2821907539002,-2851044.683155117,4651604.00094549
454,香山新村一居委会,3,0.0,0.0,金杨新村街道,浦东新区,121.567570405549,31.2423953037003,-2857336.2742088893,4650429.599950854
455,香花桥街居委会,3,0.0,0.0,塘桥街道,浦东新区,121.508542072958,31.2158313980006,-2853341.749530607,4654672.723215185
456,馨汇南苑居委会,2,0.0,0.0,漕河泾街道,徐汇区,121.435373692641,31.1632336164382,-2848970.3358630957,4660889.517832473
457,馨苑居委会,3,0.0,0.0,凉城新村街道,虹口区,121.459130978811,31.2919417116407,-2847041.606972766,4653396.988278021
458,馨苑居委会,3,0.0,0.0,万祥镇,浦东新区,121.812223229518,30.9674917601366,-2885467.5807862137,4651566.729836478
459,马路桥居委会,3,0.0,1.0,岳阳街道,松江区,121.222332791325,31.0065537664432,-2836269.3806185653,4679120.365705496
460,高华新村第三居委会,2,0.0,0.0,江川路街道,闵行区,121.418534149031,31.0038836873823,-2852355.201991531,4669510.676257814
461,鸿兴居委会,3,0.0,0.0,提篮桥街道,虹口区,121.497307079158,31.2586967640444,-2851141.3004739834,4653130.629859584
462,黄渡路居委会,2,0.0,0.0,四川北路街道,虹口区,121.476928661028,31.2691603211919,-2849171.7550587654,4653630.910531925
463,鼎信居委会,4,0.0,1.0,方松街道,松江区,121.228428778365,31.0328140016649,-2835989.329020741,4677535.59400093
464,齐河第四居委会,2,0.0,1.0,周家渡街道,浦东新区,121.511665166614,31.1836392948176,-2854561.855190669,4656093.473146162
465,龙柏三村居委会,3,,1.0,虹桥镇,闵行区,121.362468042066,31.1805052402247,-2842521.446671097,4663664.528831342
466,龙阳居委会,3,0.0,1.0,徐泾镇,青浦区,121.272024461359,31.1710851691452,-2835436.794897052,4668607.857493696
467,龙阳路居委会,3,0.0,1.0,塘桥街道,浦东新区,121.524910617331,31.2071493942291,-2854932.2199477833,4654282.575513095
